RedJade Code,Green,Grassy,Cucumber,Tomato,Hay,Herbal,Mint,Woody,Pine,Floral,Jasmine,Rose,Honey,Fruity,Citrus,Lemon,Orange,Tropical,Berry,Peach,Apple,Sour,Fermented,Alcoholic,Winey,Rummy,Caramellic,Vanilla,Spicy,Coffee,Smoky,Roasted,Meaty,Nutty,Fatty,Coconut,Waxy,Dairy,Buttery,Cheesy,Sulfurous,Garlic,Earthy,Musty,Animal,Musk,Powdery,Sweet,Cooling,Sharp,Medicinal,Camphoreous,Metallic,Ozone,Fishy
PJK,0.3268,0.02,0.004,0.002,0.022,0.2469,0.1853,0.2264,0.0804,0.1685,0.02,0.042,0.014,0.2374,0.046,0.0075,0.002,0.036,0.0173,0.0181,0.008,0.0,0.008,0.0,0.008,0.062,0.012,0.006,0.1733,0.014,0.006,0.032,0.024,0.054,0.028,0.052,0.02,0.026,0.02,0.004,0.026,0.012,0.058,0.032,0.018,0.012,0.012,0.2877,0.0307,0.0101,0.02,0.2034,0.018,0.0165,0.002
XRT,0.3477,0.0,0.002,0.002,0.02,0.1237,0.046,0.1063,0.006,0.3839,0.0441,0.134,0.05,0.3338,0.044,0.01,0.022,0.0319,0.056,0.0175,0.0143,0.0,0.006,0.004,0.004,0.0037,0.014,0.008,0.0778,0.004,0.008,0.038,0.028,0.02,0.024,0.006,0.04,0.0,0.0099,0.0,0.026,0.004,0.128,0.028,0.04,0.016,0.03,0.2985,0.008,0.004,0.002,0.004,0.086,0.008,0.01
NUJ,0.154,0.004,0.0,0.0,0.1,0.1378,0.0652,0.1769,0.02,0.2578,0.016,0.058,0.068,0.3207,0.02,0.002,0.024,0.044,0.0925,0.002,0.046,0.0058,0.01,0.002,0.022,0.022,0.0824,0.04,0.1108,0.016,0.01,0.038,0.024,0.068,0.028,0.1074,0.01,0.024,0.028,0.01,0.02,0.004,0.052,0.0423,0.02,0.01,0.09,0.4803,0.012,0.006,0.014,0.0597,0.012,0.006,0.0
KWA,0.1282,0.01,0.004,0.004,0.072,0.0938,0.022,0.1258,0.006,0.144,0.0,0.01,0.084,0.224,0.006,0.0,0.008,0.048,0.0198,0.004,0.02,0.006,0.006,0.0,0.036,0.006,0.1202,0.076,0.13,0.024,0.064,0.212,0.172,0.168,0.022,0.016,0.004,0.022,0.012,0.004,0.098,0.006,0.11,0.07,0.014,0.006,0.064,0.3378,0.008,0.004,0.062,0.0138,0.008,0.008,0.002
UNS,0.37,0.002,0.002,0.002,0.01,0.0833,0.042,0.0993,0.004,0.3201,0.0203,0.122,0.052,0.1657,0.034,0.004,0.052,0.0141,0.0119,0.002,0.002,0.0,0.0,0.0,0.006,0.0,0.004,0.03,0.1481,0.002,0.02,0.03,0.026,0.098,0.012,0.002,0.034,0.002,0.002,0.004,0.016,0.008,0.212,0.028,0.054,0.014,0.0799,0.2662,0.0047,0.018,0.0374,0.014,0.162,0.006,0.012
NMR,0.246,0.024,0.0,0.002,0.012,0.2284,0.2701,0.4099,0.1261,0.188,0.016,0.066,0.01,0.19,0.078,0.012,0.006,0.064,0.012,0.006,0.016,0.008,0.016,0.004,0.002,0.01,0.002,0.004,0.0644,0.004,0.01,0.014,0.028,0.028,0.022,0.02,0.028,0.024,0.01,0.004,0.038,0.002,0.144,0.059,0.034,0.034,0.028,0.2278,0.03,0.002,0.066,0.1358,0.018,0.028,0.002
NXT,0.1853,0.008,0.002,0.002,0.054,0.1057,0.044,0.0966,0.006,0.1849,0.024,0.026,0.048,0.1991,0.0255,0.006,0.02,0.024,0.028,0.0,0.0122,0.006,0.008,0.008,0.006,0.014,0.0903,0.088,0.142,0.054,0.054,0.208,0.096,0.254,0.024,0.042,0.002,0.008,0.016,0.01,0.046,0.002,0.13,0.112,0.024,0.002,0.09,0.3367,0.01,0.022,0.052,0.018,0.006,0.004,0.002
UTG,0.2691,0.012,0.008,0.01,0.01,0.084,0.038,0.0839,0.01,0.3839,0.008,0.194,0.0341,0.1569,0.0499,0.01,0.002,0.038,0.002,0.002,0.012,0.0,0.008,0.002,0.004,0.002,0.024,0.02,0.1491,0.012,0.062,0.074,0.054,0.0879,0.0559,0.006,0.0181,0.006,0.014,0.004,0.048,0.01,0.0899,0.036,0.026,0.0,0.01,0.3564,0.004,0.0227,0.072,0.02,0.0206,0.008,0.066
PSK,0.186,0.008,0.0,0.008,0.042,0.124,0.074,0.1959,0.016,0.2898,0.014,0.024,0.0681,0.168,0.0398,0.01,0.034,0.028,0.0179,0.002,0.0059,0.006,0.004,0.0,0.014,0.008,0.0206,0.026,0.14,0.04,0.056,0.118,0.054,0.166,0.038,0.014,0.016,0.006,0.012,0.004,0.052,0.008,0.12,0.06,0.12,0.004,0.056,0.3424,0.006,0.026,0.0416,0.0493,0.034,0.004,0.04
QQM,0.212,0.002,0.0,0.0,0.068,0.028,0.02,0.072,0.0,0.06,0.006,0.004,0.052,0.246,0.004,0.0,0.0,0.022,0.026,0.0,0.01,0.012,0.008,0.006,0.004,0.042,0.2667,0.026,0.08,0.11,0.036,0.278,0.138,0.35,0.022,0.028,0.004,0.018,0.038,0.006,0.056,0.01,0.078,0.134,0.016,0.0,0.03,0.41,0.006,0.024,0.044,0.004,0.01,0.0,0.016
XYD,0.154,0.002,0.004,0.004,0.032,0.0759,0.028,0.0779,0.004,0.1854,0.002,0.02,0.048,0.429,0.004,0.0,0.02,0.084,0.034,0.004,0.028,0.006,0.022,0.0,0.056,0.012,0.1482,0.058,0.108,0.062,0.036,0.17,0.1384,0.172,0.038,0.026,0.016,0.03,0.034,0.014,0.13,0.026,0.094,0.0756,0.018,0.002,0.068,0.3548,0.006,0.002,0.034,0.004,0.008,0.004,0.0
LGI,0.082,0.0,0.0,0.0,0.012,0.4702,0.046,0.6964,0.3799,0.1394,0.016,0.02,0.0143,0.532,0.0314,0.004,0.008,0.02,0.0489,0.0154,0.018,0.002,0.004,0.004,0.004,0.004,0.008,0.004,0.2762,0.0,0.0,0.006,0.002,0.274,0.0078,0.002,0.02,0.0,0.012,0.0,0.0,0.0,0.3176,0.014,0.016,0.032,0.0627,0.1927,0.004,0.0,0.004,0.1616,0.002,0.006,0.0
CVI,0.284,0.004,0.012,0.014,0.012,0.0645,0.01,0.07,0.01,0.2121,0.0362,0.068,0.05,0.3997,0.048,0.008,0.008,0.146,0.02,0.0625,0.042,0.0061,0.014,0.004,0.024,0.006,0.034,0.004,0.0781,0.058,0.006,0.124,0.1422,0.072,0.136,0.082,0.1195,0.058,0.0545,0.0498,0.194,0.054,0.044,0.024,0.022,0.012,0.026,0.2592,0.0,0.014,0.0,0.0,0.038,0.006,0.0001
JYS,0.2495,0.006,0.01,0.004,0.062,0.074,0.0314,0.046,0.0,0.1329,0.026,0.032,0.03,0.5064,0.01,0.006,0.002,0.1,0.04,0.0,0.156,0.02,0.018,0.006,0.036,0.042,0.0819,0.014,0.0466,0.014,0.014,0.066,0.036,0.1199,0.09,0.112,0.038,0.052,0.0539,0.028,0.04,0.0105,0.066,0.112,0.018,0.004,0.008,0.4069,0.004,0.024,0.014,0.006,0.04,0.0,0.002
MHM,0.24,0.016,0.002,0.006,0.006,0.036,0.018,0.014,0.002,0.036,0.0,0.016,0.014,0.696,0.024,0.0,0.006,0.114,0.0339,0.006,0.1121,0.028,0.042,0.056,0.066,0.122,0.0792,0.008,0.02,0.008,0.008,0.028,0.0405,0.11,0.056,0.01,0.024,0.046,0.07,0.056,0.0445,0.006,0.066,0.016,0.024,0.0,0.004,0.362,0.002,0.07,0.008,0.006,0.018,0.0,0.0
OXW,0.164,0.004,0.002,0.004,0.028,0.036,0.046,0.068,0.006,0.058,0.002,0.002,0.024,0.1999,0.012,0.004,0.0,0.03,0.022,0.004,0.032,0.006,0.01,0.006,0.012,0.016,0.3177,0.018,0.0818,0.0958,0.052,0.188,0.056,0.224,0.04,0.026,0.002,0.0221,0.034,0.012,0.054,0.002,0.086,0.0719,0.004,0.002,0.014,0.3739,0.01,0.03,0.026,0.006,0.012,0.0,0.024
TEU,0.27,0.028,0.0,0.006,0.008,0.03,0.036,0.0681,0.01,0.0305,0.002,0.002,0.008,0.1205,0.0085,0.002,0.0,0.014,0.012,0.004,0.014,0.006,0.018,0.016,0.012,0.0812,0.1707,0.006,0.04,0.134,0.038,0.4396,0.29,0.336,0.0375,0.006,0.0,0.006,0.068,0.012,0.1656,0.034,0.0761,0.118,0.012,0.0,0.014,0.2821,0.0,0.0279,0.032,0.0061,0.066,0.0,0.16
OQR,0.198,0.008,0.006,0.0,0.024,0.0822,0.012,0.1238,0.006,0.2734,0.016,0.032,0.136,0.2962,0.018,0.002,0.03,0.036,0.0492,0.014,0.028,0.01,0.012,0.0,0.028,0.016,0.0881,0.096,0.1509,0.012,0.026,0.036,0.036,0.05,0.058,0.032,0.028,0.028,0.02,0.0157,0.02,0.002,0.0241,0.0368,0.034,0.016,0.08,0.5239,0.0,0.0079,0.016,0.006,0.006,0.008,0.008
VWR,0.1932,0.012,0.002,0.002,0.024,0.03,0.022,0.0639,0.004,0.1903,0.008,0.092,0.03,0.114,0.006,0.004,0.0,0.014,0.002,0.0,0.0068,0.004,0.01,0.006,0.002,0.0051,0.042,0.036,0.12,0.03,0.154,0.116,0.0443,0.154,0.022,0.004,0.006,0.0052,0.004,0.0111,0.0509,0.008,0.1312,0.0569,0.02,0.002,0.042,0.457,0.006,0.05,0.082,0.01,0.0147,0.002,0.01
RIP,0.2782,0.014,0.0169,0.0,0.0232,0.2807,0.1215,0.0743,0.022,0.1807,0.01,0.062,0.016,0.3708,0.066,0.0161,0.008,0.04,0.0148,0.004,0.0208,0.0064,0.222,0.048,0.014,0.0349,0.034,0.002,0.0417,0.01,0.024,0.0462,0.0505,0.0638,0.0604,0.022,0.0399,0.0152,0.014,0.0236,0.0578,0.022,0.097,0.0892,0.016,0.0,0.008,0.1767,0.032,0.008,0.036,0.0392,0.0286,0.002,0.0061
WCF,0.258,0.002,0.002,0.0,0.01,0.2389,0.072,0.3018,0.042,0.381,0.054,0.136,0.032,0.4568,0.1117,0.008,0.02,0.065,0.0805,0.0264,0.05,0.01,0.02,0.014,0.034,0.01,0.02,0.018,0.1042,0.006,0.012,0.014,0.016,0.012,0.0383,0.008,0.0419,0.01,0.0161,0.002,0.008,0.0,0.0397,0.018,0.0263,0.052,0.0585,0.3509,0.026,0.012,0.008,0.024,0.01,0.004,0.002
PBI,0.251,0.0721,0.006,0.004,0.076,0.1957,0.1598,0.178,0.0985,0.1609,0.002,0.064,0.046,0.2019,0.1123,0.0273,0.0103,0.0802,0.023,0.006,0.02,0.006,0.024,0.012,0.006,0.022,0.0407,0.004,0.0927,0.018,0.016,0.048,0.046,0.064,0.0789,0.01,0.0438,0.016,0.01,0.0193,0.0936,0.016,0.1229,0.0717,0.004,0.002,0.014,0.2099,0.0484,0.0398,0.028,0.0828,0.03,0.01,0.018
XLB,0.146,0.01,0.0,0.024,0.0097,0.0697,0.056,0.0583,0.002,0.026,0.0,0.006,0.004,0.258,0.012,0.006,0.002,0.118,0.018,0.004,0.022,0.1011,0.056,0.022,0.02,0.024,0.058,0.004,0.042,0.052,0.014,0.176,0.212,0.084,0.058,0.004,0.0,0.048,0.046,0.144,0.372,0.062,0.09,0.028,0.004,0.002,0.004,0.16,0.006,0.026,0.006,0.008,0.004,0.002,0.012
AXO,0.4303,0.06,0.0082,0.004,0.014,0.1817,0.154,0.1222,0.026,0.3843,0.05,0.184,0.002,0.2581,0.1217,0.006,0.058,0.048,0.012,0.002,0.032,0.0122,0.062,0.018,0.004,0.008,0.01,0.0,0.0762,0.0,0.004,0.014,0.032,0.03,0.168,0.024,0.1259,0.04,0.004,0.02,0.052,0.0117,0.1039,0.042,0.006,0.01,0.004,0.1539,0.016,0.006,0.022,0.026,0.052,0.014,0.0061
JMR,0.212,0.006,0.004,0.0,0.016,0.084,0.0479,0.1,0.0081,0.2073,0.012,0.0283,0.028,0.4194,0.016,0.002,0.026,0.0799,0.0517,0.0061,0.068,0.014,0.018,0.01,0.0423,0.028,0.1297,0.054,0.1322,0.012,0.046,0.13,0.04,0.158,0.044,0.008,0.008,0.018,0.044,0.006,0.018,0.002,0.1178,0.0422,0.024,0.004,0.056,0.3574,0.0,0.018,0.026,0.016,0.012,0.002,0.0
DFF,0.3828,0.038,0.0161,0.006,0.014,0.2071,0.1201,0.1579,0.022,0.2393,0.008,0.132,0.02,0.3431,0.118,0.01,0.02,0.07,0.026,0.012,0.076,0.0219,0.048,0.038,0.036,0.008,0.028,0.01,0.0963,0.0,0.008,0.018,0.026,0.0453,0.1045,0.014,0.0941,0.0239,0.028,0.0199,0.05,0.0049,0.0963,0.0774,0.0,0.002,0.016,0.2597,0.0362,0.0127,0.008,0.0294,0.016,0.01,0.006
KTQ,0.4241,0.014,0.026,0.004,0.012,0.1576,0.064,0.078,0.014,0.193,0.018,0.048,0.018,0.3835,0.0652,0.0066,0.0438,0.106,0.0297,0.022,0.0948,0.016,0.042,0.03,0.0288,0.008,0.0243,0.008,0.0668,0.01,0.01,0.038,0.032,0.092,0.1918,0.076,0.108,0.07,0.026,0.0432,0.052,0.0109,0.064,0.05,0.01,0.008,0.004,0.2967,0.01,0.02,0.0156,0.02,0.032,0.018,0.008
YGY,0.2706,0.006,0.004,0.006,0.02,0.2058,0.1705,0.2395,0.032,0.1818,0.04,0.048,0.012,0.3276,0.044,0.004,0.016,0.082,0.0222,0.046,0.038,0.0059,0.014,0.006,0.02,0.006,0.026,0.008,0.0775,0.008,0.012,0.038,0.024,0.054,0.084,0.078,0.058,0.024,0.03,0.0119,0.024,0.0029,0.0899,0.0237,0.05,0.004,0.006,0.2275,0.0084,0.008,0.008,0.0575,0.028,0.032,0.002
QQJ,0.218,0.018,0.004,0.0,0.054,0.0479,0.01,0.05,0.0,0.178,0.01,0.026,0.154,0.206,0.004,0.002,0.01,0.008,0.016,0.01,0.012,0.0544,0.0081,0.002,0.01,0.004,0.118,0.062,0.1721,0.028,0.026,0.026,0.016,0.118,0.054,0.06,0.058,0.016,0.028,0.0275,0.04,0.016,0.036,0.0401,0.028,0.004,0.072,0.5695,0.016,0.018,0.042,0.006,0.016,0.02,0.004
MWN,0.2547,0.006,0.008,0.006,0.024,0.0661,0.036,0.0679,0.004,0.2199,0.022,0.0742,0.028,0.2623,0.0463,0.02,0.008,0.066,0.016,0.004,0.0223,0.0,0.024,0.004,0.0182,0.0,0.0749,0.038,0.1009,0.07,0.034,0.172,0.146,0.13,0.0678,0.02,0.0284,0.004,0.012,0.0071,0.1289,0.028,0.118,0.0169,0.02,0.002,0.024,0.2944,0.002,0.0217,0.016,0.009,0.028,0.008,0.012
OCC,0.2177,0.008,0.004,0.004,0.024,0.0577,0.016,0.1057,0.006,0.2575,0.006,0.042,0.054,0.28,0.016,0.006,0.046,0.018,0.016,0.004,0.0023,0.01,0.024,0.002,0.012,0.006,0.05,0.078,0.1443,0.098,0.1,0.1285,0.08,0.1455,0.036,0.032,0.066,0.018,0.028,0.004,0.0815,0.014,0.1475,0.066,0.038,0.002,0.06,0.3831,0.0,0.01,0.042,0.002,0.018,0.004,0.018
MAV,0.2234,0.018,0.008,0.016,0.028,0.09,0.114,0.062,0.002,0.1,0.008,0.038,0.008,0.2674,0.032,0.004,0.006,0.028,0.012,0.004,0.03,0.002,0.024,0.006,0.012,0.0252,0.1367,0.008,0.092,0.04,0.022,0.144,0.0923,0.144,0.062,0.04,0.022,0.006,0.04,0.0192,0.078,0.022,0.0648,0.082,0.02,0.002,0.012,0.3272,0.02,0.028,0.012,0.006,0.0252,0.0,0.048
OPG,0.1001,0.004,0.0,0.004,0.098,0.066,0.0576,0.125,0.002,0.2061,0.006,0.028,0.042,0.1115,0.006,0.0,0.01,0.038,0.005,0.002,0.002,0.006,0.008,0.002,0.008,0.0,0.0726,0.05,0.1587,0.072,0.142,0.26,0.214,0.228,0.02,0.01,0.006,0.01,0.002,0.008,0.174,0.042,0.0861,0.0506,0.018,0.004,0.056,0.2946,0.004,0.024,0.07,0.011,0.02,0.002,0.012
UXQ,0.163,0.016,0.0,0.0,0.028,0.0853,0.066,0.138,0.008,0.2891,0.024,0.042,0.054,0.2236,0.008,0.0011,0.048,0.022,0.0556,0.008,0.016,0.0,0.006,0.0,0.004,0.0,0.022,0.1,0.22,0.016,0.03,0.05,0.046,0.058,0.034,0.03,0.01,0.004,0.002,0.004,0.028,0.002,0.058,0.018,0.022,0.018,0.1021,0.4304,0.004,0.01,0.006,0.006,0.04,0.0189,0.002
PLK,0.184,0.008,0.002,0.008,0.044,0.0552,0.028,0.0618,0.006,0.2514,0.006,0.05,0.052,0.266,0.012,0.002,0.004,0.048,0.01,0.004,0.022,0.008,0.012,0.002,0.018,0.006,0.064,0.074,0.1452,0.124,0.012,0.192,0.202,0.232,0.056,0.032,0.032,0.026,0.006,0.01,0.162,0.042,0.064,0.034,0.022,0.012,0.074,0.3617,0.002,0.002,0.01,0.006,0.034,0.018,0.006
WKM,0.4672,0.046,0.008,0.072,0.02,0.038,0.01,0.028,0.002,0.046,0.0,0.026,0.01,0.382,0.094,0.0,0.054,0.096,0.012,0.008,0.084,0.018,0.042,0.036,0.028,0.0442,0.06,0.008,0.086,0.056,0.028,0.078,0.1026,0.1,0.064,0.004,0.006,0.016,0.038,0.0384,0.1556,0.116,0.0484,0.0698,0.006,0.0,0.008,0.2064,0.0,0.064,0.016,0.0,0.0971,0.0,0.02
SNA,0.2126,0.006,0.012,0.006,0.022,0.0466,0.024,0.06,0.002,0.16,0.008,0.024,0.05,0.6112,0.0999,0.004,0.002,0.096,0.052,0.006,0.1716,0.016,0.022,0.006,0.1496,0.046,0.14,0.068,0.0926,0.036,0.022,0.028,0.026,0.068,0.04,0.012,0.042,0.018,0.036,0.016,0.058,0.016,0.03,0.024,0.014,0.006,0.054,0.3506,0.004,0.012,0.0,0.0,0.018,0.004,0.0
MGO,0.4095,0.006,0.01,0.0,0.008,0.142,0.038,0.13,0.002,0.2425,0.0401,0.092,0.006,0.564,0.248,0.008,0.116,0.05,0.002,0.0226,0.0634,0.002,0.026,0.026,0.134,0.026,0.002,0.0,0.066,0.0,0.0,0.006,0.004,0.046,0.4016,0.052,0.4374,0.038,0.01,0.004,0.004,0.0,0.09,0.026,0.008,0.012,0.038,0.274,0.002,0.016,0.0,0.006,0.012,0.012,0.006
IYX,0.4397,0.016,0.002,0.0,0.008,0.164,0.1078,0.1843,0.0242,0.1502,0.01,0.048,0.042,0.4222,0.0977,0.006,0.01,0.094,0.03,0.004,0.092,0.038,0.184,0.122,0.054,0.058,0.018,0.014,0.056,0.01,0.014,0.042,0.036,0.06,0.05,0.004,0.0182,0.058,0.056,0.008,0.042,0.008,0.096,0.05,0.01,0.006,0.014,0.246,0.04,0.032,0.012,0.058,0.022,0.008,0.012
KNA,0.186,0.004,0.002,0.006,0.056,0.0679,0.006,0.1055,0.002,0.2857,0.002,0.03,0.066,0.1188,0.006,0.002,0.058,0.012,0.018,0.002,0.004,0.002,0.006,0.004,0.002,0.0059,0.034,0.126,0.1934,0.03,0.032,0.064,0.028,0.128,0.022,0.07,0.012,0.018,0.008,0.0079,0.03,0.004,0.046,0.03,0.022,0.006,0.13,0.5534,0.002,0.008,0.03,0.004,0.034,0.034,0.014
JJP,0.6374,0.008,0.024,0.0,0.0091,0.0601,0.004,0.04,0.0,0.1068,0.0099,0.044,0.004,0.6758,0.0978,0.0,0.012,0.326,0.012,0.046,0.2,0.0,0.012,0.002,0.1471,0.006,0.01,0.0,0.016,0.0,0.0,0.0,0.0024,0.022,0.5067,0.044,0.4803,0.0754,0.028,0.008,0.004,0.0,0.04,0.006,0.0,0.0,0.004,0.2546,0.0,0.004,0.0,0.0,0.0334,0.004,0.018
TJU,0.468,0.012,0.004,0.002,0.006,0.0678,0.042,0.104,0.006,0.332,0.0324,0.2047,0.054,0.2134,0.078,0.014,0.022,0.0287,0.02,0.0362,0.0118,0.0,0.008,0.006,0.006,0.002,0.063,0.01,0.08,0.012,0.044,0.064,0.064,0.03,0.0522,0.006,0.0678,0.01,0.01,0.002,0.088,0.022,0.182,0.028,0.022,0.022,0.024,0.3208,0.006,0.002,0.006,0.007,0.218,0.028,0.006
BIF,0.276,0.0284,0.0252,0.016,0.01,0.1079,0.108,0.06,0.0213,0.0706,0.0051,0.034,0.01,0.1926,0.1207,0.0306,0.0247,0.042,0.002,0.012,0.0191,0.002,0.058,0.024,0.02,0.022,0.028,0.002,0.0452,0.016,0.018,0.104,0.134,0.052,0.1089,0.006,0.0542,0.026,0.0089,0.0114,0.148,0.08,0.0707,0.0656,0.018,0.008,0.008,0.1823,0.042,0.012,0.026,0.0376,0.028,0.01,0.0508
GSC,0.2385,0.004,0.008,0.01,0.008,0.0458,0.006,0.042,0.0,0.3756,0.024,0.25,0.024,0.2546,0.01,0.0,0.006,0.0398,0.008,0.008,0.024,0.004,0.024,0.006,0.008,0.016,0.026,0.05,0.1235,0.018,0.034,0.0972,0.052,0.1288,0.0422,0.016,0.0282,0.008,0.022,0.0198,0.0608,0.016,0.0908,0.028,0.006,0.0,0.042,0.3167,0.004,0.042,0.038,0.008,0.0298,0.012,0.022
RJI,0.084,0.002,0.0,0.0,0.096,0.0658,0.0533,0.1043,0.016,0.374,0.006,0.016,0.044,0.2363,0.014,0.006,0.008,0.008,0.0043,0.0,0.002,0.0,0.002,0.002,0.0,0.006,0.026,0.036,0.0789,0.064,0.074,0.1223,0.078,0.1337,0.01,0.024,0.002,0.004,0.0,0.006,0.1197,0.02,0.0957,0.082,0.3,0.0,0.08,0.3001,0.006,0.03,0.048,0.0414,0.018,0.002,0.018
EVV,0.4047,0.022,0.024,0.024,0.016,0.1243,0.097,0.1112,0.01,0.1418,0.01,0.04,0.03,0.4105,0.0569,0.0182,0.008,0.158,0.054,0.0,0.078,0.026,0.026,0.016,0.028,0.032,0.024,0.012,0.1304,0.012,0.026,0.04,0.048,0.078,0.082,0.01,0.0317,0.024,0.036,0.064,0.068,0.012,0.086,0.0312,0.02,0.006,0.02,0.2772,0.0208,0.0451,0.024,0.043,0.038,0.004,0.002
ZWN,0.11,0.002,0.002,0.004,0.044,0.0479,0.028,0.1095,0.004,0.1617,0.016,0.028,0.028,0.206,0.002,0.0,0.024,0.022,0.034,0.002,0.006,0.0062,0.006,0.0,0.014,0.0078,0.1,0.178,0.1545,0.042,0.094,0.096,0.0622,0.134,0.026,0.028,0.022,0.008,0.01,0.0078,0.038,0.01,0.0942,0.046,0.04,0.004,0.1119,0.4496,0.002,0.006,0.054,0.002,0.012,0.01,0.018
IVM,0.3675,0.006,0.0,0.0,0.014,0.0935,0.018,0.0661,0.0,0.5281,0.06,0.1019,0.084,0.4997,0.028,0.006,0.01,0.0621,0.0357,0.062,0.0685,0.0,0.01,0.0,0.026,0.014,0.03,0.022,0.0859,0.002,0.002,0.014,0.016,0.024,0.064,0.034,0.0999,0.022,0.034,0.0,0.006,0.002,0.04,0.0903,0.012,0.002,0.022,0.4832,0.0,0.002,0.0071,0.0,0.016,0.008,0.004
MLL,0.2937,0.016,0.0021,0.018,0.01,0.11,0.084,0.0644,0.012,0.08,0.0,0.028,0.004,0.38,0.0637,0.016,0.006,0.046,0.022,0.014,0.022,0.0061,0.154,0.154,0.024,0.026,0.026,0.0,0.05,0.016,0.01,0.0563,0.06,0.0717,0.052,0.002,0.02,0.054,0.034,0.02,0.0757,0.012,0.1837,0.086,0.002,0.0,0.002,0.2642,0.01,0.0199,0.024,0.0141,0.018,0.0,0.026
KBU,0.31,0.01,0.0,0.002,0.032,0.076,0.048,0.068,0.002,0.204,0.034,0.026,0.048,0.6539,0.024,0.008,0.008,0.138,0.042,0.0483,0.138,0.01,0.046,0.006,0.08,0.03,0.09,0.002,0.046,0.01,0.006,0.026,0.0121,0.06,0.11,0.138,0.1277,0.04,0.0382,0.066,0.024,0.002,0.046,0.04,0.006,0.002,0.012,0.4301,0.006,0.022,0.004,0.0,0.03,0.002,0.0
PTB,0.318,0.052,0.006,0.02,0.044,0.0578,0.008,0.0898,0.0,0.0793,0.008,0.032,0.032,0.3911,0.0294,0.002,0.002,0.078,0.02,0.002,0.096,0.018,0.024,0.012,0.072,0.062,0.088,0.07,0.136,0.066,0.028,0.126,0.066,0.212,0.0767,0.026,0.028,0.028,0.046,0.028,0.098,0.022,0.068,0.064,0.014,0.002,0.01,0.3298,0.01,0.0238,0.018,0.002,0.022,0.016,0.02
BHW,0.2016,0.002,0.004,0.048,0.016,0.0378,0.016,0.026,0.002,0.028,0.002,0.008,0.02,0.2158,0.004,0.0,0.006,0.124,0.022,0.004,0.012,0.024,0.03,0.004,0.016,0.018,0.08,0.018,0.05,0.098,0.026,0.234,0.274,0.2339,0.064,0.014,0.012,0.048,0.028,0.0625,0.3556,0.124,0.094,0.0776,0.008,0.006,0.016,0.2104,0.002,0.026,0.018,0.002,0.024,0.0,0.02
KOP,0.3191,0.006,0.006,0.002,0.084,0.1833,0.082,0.1013,0.012,0.392,0.0525,0.1503,0.024,0.1832,0.04,0.01,0.004,0.008,0.004,0.008,0.0065,0.0,0.004,0.006,0.0043,0.002,0.0187,0.044,0.1682,0.01,0.03,0.036,0.024,0.1382,0.046,0.008,0.0594,0.008,0.0055,0.012,0.02,0.0,0.0546,0.0261,0.004,0.006,0.11,0.4341,0.0027,0.02,0.0834,0.011,0.0141,0.006,0.014
BAN,0.162,0.028,0.0,0.012,0.068,0.04,0.002,0.1529,0.002,0.1502,0.004,0.02,0.096,0.2598,0.004,0.0,0.002,0.026,0.01,0.002,0.024,0.064,0.004,0.0,0.032,0.008,0.1,0.166,0.2622,0.06,0.02,0.062,0.018,0.19,0.06,0.026,0.066,0.022,0.036,0.0298,0.07,0.038,0.038,0.052,0.03,0.004,0.048,0.4639,0.006,0.014,0.038,0.004,0.014,0.008,0.0
HSR,0.2722,0.01,0.004,0.0,0.01,0.176,0.078,0.3798,0.012,0.18,0.03,0.058,0.006,0.2402,0.116,0.01,0.04,0.04,0.026,0.02,0.024,0.01,0.022,0.022,0.02,0.012,0.004,0.006,0.052,0.018,0.006,0.02,0.044,0.032,0.12,0.006,0.104,0.02,0.01,0.002,0.02,0.004,0.078,0.0358,0.04,0.124,0.016,0.184,0.008,0.004,0.002,0.01,0.0418,0.042,0.02
IRW,0.302,0.004,0.0,0.0,0.004,0.164,0.056,0.146,0.032,0.29,0.058,0.108,0.048,0.556,0.048,0.002,0.016,0.092,0.0759,0.0232,0.104,0.024,0.062,0.028,0.062,0.03,0.028,0.022,0.08,0.014,0.006,0.034,0.014,0.05,0.046,0.014,0.06,0.04,0.064,0.012,0.028,0.008,0.056,0.02,0.03,0.02,0.018,0.3829,0.014,0.004,0.008,0.018,0.02,0.0,0.0
PNH,0.2396,0.0119,0.006,0.002,0.022,0.104,0.034,0.054,0.002,0.122,0.002,0.02,0.018,0.4767,0.03,0.004,0.002,0.084,0.046,0.004,0.0878,0.0062,0.056,0.02,0.1,0.056,0.1801,0.028,0.0795,0.026,0.026,0.086,0.036,0.1359,0.048,0.028,0.018,0.03,0.068,0.0278,0.052,0.0178,0.078,0.06,0.014,0.002,0.012,0.3813,0.012,0.0221,0.018,0.006,0.02,0.0,0.002
XXL,0.2589,0.014,0.0,0.002,0.012,0.0932,0.148,0.0535,0.008,0.05,0.01,0.008,0.018,0.5864,0.074,0.012,0.0,0.15,0.022,0.0,0.118,0.02,0.06,0.048,0.036,0.048,0.052,0.006,0.0556,0.01,0.004,0.064,0.042,0.09,0.036,0.01,0.014,0.034,0.032,0.034,0.0913,0.004,0.0801,0.0873,0.014,0.002,0.008,0.2718,0.0067,0.0379,0.004,0.0141,0.0347,0.002,0.008
